"Date","Price","Open","High","Low","Vol.","Change %"
"04/29/2015","6,931.71","6,771.34","6,941.63","6,763.69","77.90M","2.37%"
"04/28/2015","6,771.34","6,748.72","6,838.13","6,717.28","66.81M","0.34%"
"04/27/2015","6,748.72","6,673.45","6,808.34","6,643.63","85.20M","1.13%"
"04/26/2015","6,673.45","6,475.99","6,708.75","6,475.99","15.50M","3.05%"
"04/23/2015","6,475.99","6,398.15","6,485.86","6,384.35","32.54M","1.22%"
"04/22/2015","6,398.15","6,378.84","6,537.39","6,378.84","51.07M","0.30%"
"04/21/2015","6,378.84","6,386.53","6,422.09","6,280.08","48.77M","-0.12%"
"04/20/2015","6,386.53","6,518.67","6,584.84","6,373.32","92.30M","-2.03%"
"04/19/2015","6,518.67","6,007.27","6,526.07","6,007.27","132.45M","8.51%"
"04/16/2015","6,007.27","5,940.04","6,048.49","5,940.04","75.91M","1.13%"
"04/15/2015","5,940.04","5,854.60","5,941.46","5,854.60","42.89M","1.46%"
"04/14/2015","5,854.60","5,917.88","5,917.88","5,842.94","31.58M","-1.07%"
"04/13/2015","5,917.88","5,928.00","5,955.54","5,860.89","50.95M","-0.17%"
"04/12/2015","5,928.00","5,875.93","5,980.66","5,875.93","25.66M","0.89%"
"04/09/2015","5,875.93","5,827.40","5,900.30","5,772.58","38.37M","0.83%"
"04/08/2015","5,827.40","5,751.55","5,915.80","5,751.55","47.30M","1.32%"
"04/07/2015","5,751.55","5,642.79","5,761.38","5,642.79","27.37M","1.93%"
"04/06/2015","5,642.79","5,580.17","5,677.75","5,580.17","25.99M","1.12%"
"04/05/2015","5,580.17","5,655.26","5,670.13","5,497.31","29.46M","-1.33%"
"04/02/2015","5,655.26","5,704.25","5,763.60","5,632.95","30.73M","-0.86%"
"04/01/2015","5,704.25","5,702.95","5,735.25","5,642.82","29.80M","0.02%"
"03/31/2015","5,702.95","5,826.87","5,837.74","5,657.35","33.02M","-2.13%"
"03/30/2015","5,826.87","5,907.79","5,911.96","5,814.77","35.48M","-1.37%"
"03/29/2015","5,907.79","5,819.53","5,934.42","5,819.53","34.81M","1.52%"
"03/26/2015","5,819.53","5,813.23","5,847.44","5,578.38","46.50M","0.11%"
"03/25/2015","5,813.23","6,043.80","6,050.23","5,743.89","50.54M","-3.81%"
"03/24/2015","6,043.80","6,043.82","6,084.55","6,025.23","30.49M","0.00%"
"03/23/2015","6,043.82","6,058.41","6,071.06","6,005.42","34.28M","-0.24%"
"03/22/2015","6,058.41","6,013.37","6,074.61","6,009.46","64.41M","0.75%"
"03/19/2015","6,013.37","5,950.71","6,101.53","5,947.64","42.09M","1.05%"
"03/18/2015","5,950.71","6,154.55","6,154.55","5,730.54","64.50M","-3.31%"
"03/17/2015","6,154.55","6,317.60","6,335.76","6,117.73","60.30M","-2.58%"
"03/16/2015","6,317.60","6,487.80","6,509.49","6,276.24","63.46M","-2.62%"
"03/15/2015","6,487.80","6,595.07","6,595.07","6,478.57","58.63M","-1.63%"
"03/12/2015","6,595.07","6,523.79","6,614.95","6,519.63","66.98M","1.09%"
"03/11/2015","6,523.79","6,524.52","6,524.52","6,456.68","50.29M","-0.01%"
"03/10/2015","6,524.52","6,561.25","6,567.18","6,490.12","40.25M","-0.56%"
"03/09/2015","6,561.25","6,577.17","6,615.47","6,558.11","65.46M","-0.24%"
"03/08/2015","6,577.17","6,502.75","6,586.56","6,467.19","83.29M","1.14%"
"03/05/2015","6,502.75","6,454.87","6,515.66","6,447.84","41.08M","0.74%"
"03/04/2015","6,454.87","6,473.99","6,522.24","6,447.23","49.97M","-0.30%"
"03/03/2015","6,473.99","6,372.37","6,473.99","6,349.11","54.55M","1.59%"
"03/02/2015","6,372.37","6,346.57","6,372.63","6,324.21","33.04M","0.41%"
"03/01/2015","6,346.57","6,341.34","6,417.14","6,335.69","28.85M","0.08%"
"02/26/2015","6,341.34","6,342.79","6,424.67","6,333.02","43.35M","-0.02%"
"02/25/2015","6,342.79","6,355.32","6,355.32","6,283.98","42.67M","-0.20%"
"02/24/2015","6,355.32","6,321.39","6,388.98","6,294.48","34.19M","0.54%"
"02/23/2015","6,321.39","6,406.41","6,435.45","6,311.87","34.07M","-1.33%"
"02/22/2015","6,406.41","6,416.01","6,502.68","6,400.00","43.83M","-0.15%"
"02/19/2015","6,416.01","6,549.05","6,549.05","6,390.33","40.20M","-2.03%"
"02/18/2015","6,549.05","6,584.80","6,635.73","6,506.28","50.52M","-0.54%"
"02/17/2015","6,584.80","6,615.47","6,659.33","6,557.09","38.34M","-0.46%"
"02/16/2015","6,615.47","6,683.49","6,683.49","6,609.04","38.06M","-1.02%"
"02/15/2015","6,683.49","6,551.14","6,728.72","6,551.14","44.72M","2.02%"
"02/12/2015","6,551.14","6,462.43","6,597.80","6,462.43","60.03M","1.37%"
"02/11/2015","6,462.43","6,626.09","6,626.09","6,446.97","60.75M","-2.47%"
"02/10/2015","6,626.09","6,722.15","6,722.15","6,597.69","53.42M","-1.43%"
"02/09/2015","6,722.15","6,697.75","6,763.12","6,666.42","90.45M","0.36%"
"02/08/2015","6,697.75","6,500.67","6,750.01","6,500.67","127.18M","3.03%"
"02/05/2015","6,500.67","6,574.16","6,574.16","6,419.18","33.30M","-1.12%"
"02/04/2015","6,574.16","6,616.42","6,737.27","6,549.45","45.91M","-0.64%"
"02/03/2015","6,616.42","6,557.95","6,732.74","6,557.95","105.56M","0.89%"
"02/02/2015","6,557.95","6,419.57","6,592.05","6,326.57","67.00M","2.16%"
"02/01/2015","6,419.57","6,143.90","6,532.92","6,143.90","85.02M","4.49%"
"01/29/2015","6,143.90","6,230.87","6,253.95","6,127.87","47.47M","-1.40%"
"01/28/2015","6,230.87","5,960.40","6,309.03","5,960.40","59.39M","4.54%"
"01/27/2015","5,960.40","5,714.72","5,994.99","5,714.01","49.94M","4.30%"
"01/26/2015","5,714.72","5,699.18","5,757.19","5,679.42","26.81M","0.27%"
"01/22/2015","5,699.18","5,635.61","5,718.53","5,605.12","29.12M","1.13%"
"01/21/2015","5,635.61","5,684.00","5,709.29","5,625.68","24.10M","-0.85%"
"01/20/2015","5,684.00","5,693.81","5,711.42","5,651.06","15.76M","-0.17%"
"01/19/2015","5,693.81","5,778.57","5,785.00","5,683.95","24.60M","-1.47%"
"01/18/2015","5,778.57","5,700.35","5,798.35","5,673.28","29.44M","1.37%"
"01/15/2015","5,700.35","5,698.69","5,788.24","5,693.18","31.88M","0.03%"
"01/14/2015","5,698.69","5,620.38","5,726.13","5,620.38","39.08M","1.39%"
"01/13/2015","5,620.38","5,620.91","5,626.82","5,480.12","29.09M","-0.01%"
"01/12/2015","5,620.91","5,715.74","5,715.74","5,615.50","25.67M","-1.66%"
"01/11/2015","5,715.74","5,687.27","5,722.50","5,621.64","35.31M","0.50%"
"01/08/2015","5,687.27","5,599.54","5,758.54","5,599.54","30.30M","1.57%"
"01/07/2015","5,599.54","5,541.53","5,663.61","5,459.46","46.05M","1.05%"
"01/06/2015","5,541.53","5,607.46","5,607.46","5,285.89","33.26M","-1.18%"
"01/05/2015","5,607.46","5,862.31","5,868.57","5,607.46","21.09M","-4.35%"
"01/04/2015","5,862.31","5,933.27","5,941.81","5,862.31","22.48M","-1.20%"
"01/01/2015","5,933.27","5,857.20","5,954.39","5,771.37","23.71M","1.30%"
"12/31/2014","5,857.20","5,917.22","5,999.34","5,596.82","37.98M","-1.01%"
"12/30/2014","5,917.22","6,230.66","6,230.66","5,890.90","46.76M","-5.03%"
"12/29/2014","6,230.66","6,186.60","6,291.64","6,186.60","61.07M","0.71%"
"12/28/2014","6,186.60","6,150.12","6,215.48","6,135.43","35.04M","0.59%"
"12/25/2014","6,150.12","6,158.79","6,246.17","6,099.34","41.42M","-0.14%"
"12/24/2014","6,158.79","6,108.11","6,273.92","6,108.11","51.77M","0.83%"
"12/23/2014","6,108.11","6,205.10","6,205.10","6,088.86","26.57M","-1.56%"
"12/22/2014","6,205.10","6,148.49","6,242.41","6,065.89","49.95M","0.92%"
"12/21/2014","6,148.49","5,823.29","6,242.06","5,823.29","66.37M","5.58%"
"12/18/2014","5,823.29","5,307.11","5,834.40","5,307.11","41.67M","9.73%"
"12/17/2014","5,307.11","5,048.60","5,325.31","5,014.91","52.59M","5.12%"
"12/16/2014","5,048.60","5,456.66","5,456.66","4,977.79","47.36M","-7.48%"
"12/15/2014","5,456.66","5,624.48","5,763.15","5,421.60","32.23M","-2.98%"
"12/14/2014","5,624.48","5,800.17","5,800.17","5,460.27","25.98M","-3.03%"
"12/11/2014","5,800.17","5,751.77","5,802.99","5,524.41","42.75M","0.84%"
"12/10/2014","5,751.77","5,991.40","5,998.98","5,732.21","33.88M","-4.00%"
"12/09/2014","5,991.40","6,187.22","6,187.22","5,884.75","41.47M","-3.16%"
"12/08/2014","6,187.22","6,332.09","6,332.09","6,182.52","22.20M","-2.29%"
"12/07/2014","6,332.09","6,394.44","6,394.44","6,278.54","22.16M","-0.98%"
"12/04/2014","6,394.44","6,203.24","6,403.83","6,203.24","30.50M","3.08%"
"12/03/2014","6,203.24","6,097.06","6,207.31","6,097.06","21.59M","1.74%"
"12/02/2014","6,097.06","6,037.67","6,219.41","6,037.67","33.77M","0.98%"
"12/01/2014","6,037.67","6,034.34","6,108.65","5,914.67","50.03M","0.06%"
"11/30/2014","6,034.34","6,633.26","6,633.26","6,022.13","40.38M","-9.03%"
"11/27/2014","6,633.26","6,664.54","6,693.05","6,566.50","27.90M","-0.47%"
"11/26/2014","6,664.54","6,785.11","6,785.11","6,573.69","27.44M","-1.78%"
"11/25/2014","6,785.11","6,985.14","6,985.14","6,764.98","24.54M","-2.86%"
"11/24/2014","6,985.14","7,037.96","7,083.93","6,975.09","19.59M","-0.75%"
"11/23/2014","7,037.96","6,917.24","7,091.74","6,917.24","21.87M","1.75%"
"11/20/2014","6,917.24","6,884.03","6,921.57","6,864.77","16.08M","0.48%"
"11/19/2014","6,884.03","6,910.98","6,960.15","6,831.21","20.19M","-0.39%"
"11/18/2014","6,910.98","6,827.45","6,929.03","6,827.45","23.91M","1.22%"
"11/17/2014","6,827.45","7,067.07","7,073.49","6,804.89","28.43M","-3.39%"
"11/16/2014","7,067.07","7,209.71","7,209.71","7,057.70","18.32M","-1.98%"
"11/13/2014","7,209.71","7,238.65","7,238.65","7,164.05","16.23M","-0.40%"
"11/12/2014","7,238.65","7,198.13","7,243.07","7,165.36","19.15M","0.56%"
"11/11/2014","7,198.13","7,296.56","7,296.56","7,179.22","23.45M","-1.35%"
"11/10/2014","7,296.56","7,225.60","7,302.86","7,225.60","23.77M","0.98%"
"11/09/2014","7,225.60","7,232.91","7,286.45","7,191.26","15.66M","-0.10%"
"11/06/2014","7,232.91","7,168.05","7,273.72","7,168.05","21.71M","0.90%"
"11/05/2014","7,168.05","7,317.40","7,317.40","7,021.59","33.79M","-2.04%"
"11/04/2014","7,317.40","7,694.97","7,694.97","7,299.19","41.65M","-4.91%"
"11/03/2014","7,694.97","7,678.28","7,699.34","7,637.64","17.72M","0.22%"
"11/02/2014","7,678.28","7,615.63","7,750.68","7,615.63","16.90M","0.82%"
"10/30/2014","7,615.63","7,683.81","7,690.23","7,533.90","26.42M","-0.89%"
"10/29/2014","7,683.81","7,744.05","7,809.69","7,660.18","26.44M","-0.78%"
"10/28/2014","7,744.05","7,761.57","7,801.61","7,708.47","28.34M","-0.23%"
"10/27/2014","7,761.57","7,862.11","7,910.42","7,741.35","27.63M","-1.28%"
"10/26/2014","7,862.11","7,887.89","7,887.89","7,765.24","40.65M","-0.33%"
"10/23/2014","7,887.89","7,941.31","7,941.31","7,795.27","53.80M","-0.67%"
"10/22/2014","7,941.31","7,875.61","8,037.05","7,848.76","48.29M","0.83%"
"10/21/2014","7,875.61","7,590.03","7,920.92","7,582.41","56.69M","3.76%"
"10/20/2014","7,590.03","7,535.82","7,619.78","7,526.02","47.09M","0.72%"
"10/19/2014","7,535.82","7,426.61","7,755.10","7,426.61","48.91M","1.47%"
"10/16/2014","7,426.61","7,750.53","7,750.53","7,329.19","58.83M","-4.18%"
"10/15/2014","7,750.53","8,011.20","8,011.20","7,736.58","47.74M","-3.25%"
"10/14/2014","8,011.20","8,299.16","8,299.16","7,954.42","43.73M","-3.47%"
"10/13/2014","8,299.16","8,106.20","8,304.76","8,093.36","39.45M","2.38%"
"10/12/2014","8,106.20","8,741.42","8,741.42","8,080.91","47.84M","-7.27%"
"10/02/2014","8,741.42","8,799.84","8,799.84","8,694.47","33.62M","-0.66%"
"10/01/2014","8,799.84","8,834.79","8,843.71","8,785.30","21.09M","-0.40%"
"09/30/2014","8,834.79","8,763.98","8,846.76","8,752.50","25.53M","0.81%"
"09/29/2014","8,763.98","8,690.28","8,767.38","8,644.28","29.81M","0.85%"
"09/28/2014","8,690.28","8,722.10","8,743.07","8,615.35","23.13M","-0.36%"
"09/25/2014","8,722.10","8,716.89","8,785.93","8,696.96","28.57M","0.06%"
"09/24/2014","8,716.89","8,809.87","8,809.87","8,628.27","57.05M","-1.06%"
"09/22/2014","8,809.87","8,901.14","8,901.14","8,769.48","40.86M","-1.03%"
"09/21/2014","8,901.14","8,969.88","8,990.67","8,875.91","43.80M","-0.77%"
"09/18/2014","8,969.88","8,974.52","9,018.11","8,952.00","36.74M","-0.05%"
"09/17/2014","8,974.52","8,936.38","8,994.34","8,936.38","45.14M","0.43%"
"09/16/2014","8,936.38","8,886.83","8,971.70","8,878.79","52.43M","0.56%"
"09/15/2014","8,886.83","8,954.29","8,974.75","8,858.36","54.84M","-0.75%"
"09/14/2014","8,954.29","9,031.13","9,093.72","8,947.67","55.84M","-0.85%"
"09/11/2014","9,031.13","9,109.54","9,126.11","9,010.60","52.70M","-0.86%"
"09/10/2014","9,109.54","9,119.82","9,148.24","9,058.52","109.16M","-0.11%"
"09/09/2014","9,119.82","9,093.20","9,143.24","9,093.16","81.47M","0.29%"
"09/08/2014","9,093.20","9,116.75","9,144.43","9,066.88","48.40M","-0.26%"
"09/07/2014","9,116.75","9,047.59","9,132.12","9,033.67","63.13M","0.76%"
"09/04/2014","9,047.59","9,015.09","9,048.79","8,996.16","55.26M","0.36%"
"09/03/2014","9,015.09","8,937.67","9,054.04","8,935.57","59.23M","0.87%"
"09/02/2014","8,937.67","8,973.30","8,976.90","8,929.60","48.91M","-0.40%"
"09/01/2014","8,973.30","9,012.44","9,018.87","8,960.30","52.84M","-0.43%"
"08/31/2014","9,012.44","8,987.71","9,012.44","8,974.96","73.96M","0.28%"
"08/28/2014","8,987.71","8,929.45","9,011.47","8,929.45","45.87M","0.65%"
"08/27/2014","8,929.45","8,768.53","8,939.14","8,768.53","91.12M","1.84%"
"08/26/2014","8,768.53","8,664.25","8,774.75","8,656.11","77.79M","1.20%"
"08/25/2014","8,664.25","8,665.75","8,818.34","8,637.84","87.13M","-0.02%"
"08/24/2014","8,665.75","8,573.71","8,671.99","8,573.71","40.45M","1.07%"
"08/21/2014","8,573.71","8,582.03","8,604.82","8,564.99","18.19M","-0.10%"
"08/20/2014","8,582.03","8,536.45","8,602.60","8,527.32","32.43M","0.53%"
"08/19/2014","8,536.45","8,534.16","8,550.32","8,523.18","21.90M","0.03%"
"08/18/2014","8,534.16","8,560.55","8,581.89","8,523.22","32.01M","-0.31%"
"08/17/2014","8,560.55","8,532.17","8,582.50","8,523.18","38.79M","0.33%"
"08/14/2014","8,532.17","8,521.58","8,554.01","8,514.37","27.92M","0.12%"
"08/13/2014","8,521.58","8,522.92","8,570.21","8,515.08","26.86M","-0.02%"
"08/12/2014","8,522.92","8,542.53","8,543.04","8,511.50","20.85M","-0.23%"
"08/11/2014","8,542.53","8,536.07","8,565.32","8,517.28","28.73M","0.08%"
"08/10/2014","8,536.07","8,581.27","8,624.92","8,525.63","30.42M","-0.53%"
"08/07/2014","8,581.27","8,513.69","8,595.21","8,511.70","34.98M","0.79%"
"08/06/2014","8,513.69","8,531.34","8,542.68","8,460.96","26.18M","-0.21%"
"08/05/2014","8,531.34","8,546.42","8,571.04","8,507.75","38.80M","-0.18%"
"08/04/2014","8,546.42","8,542.84","8,554.15","8,498.28","32.56M","0.04%"
"08/03/2014","8,542.84","8,515.01","8,564.63","8,473.29","39.14M","0.33%"
"07/24/2014","8,515.01","8,438.58","8,524.66","8,411.48","53.45M","0.91%"
"07/23/2014","8,438.58","8,221.22","8,507.78","8,221.22","53.35M","2.64%"
"07/22/2014","8,221.22","7,896.26","8,355.55","7,896.26","77.48M","4.12%"
"07/21/2014","7,896.26","7,880.51","7,913.48","7,856.54","21.13M","0.20%"
"07/20/2014","7,880.51","7,963.58","7,968.29","7,829.71","28.70M","-1.04%"
"07/17/2014","7,963.58","8,018.96","8,021.58","7,947.86","38.61M","-0.69%"
"07/16/2014","8,018.96","7,980.38","8,038.31","7,979.19","26.74M","0.48%"
"07/15/2014","7,980.38","7,972.65","7,995.39","7,964.04","16.32M","0.10%"
"07/14/2014","7,972.65","8,041.05","8,041.05","7,931.58","29.23M","-0.85%"
"07/13/2014","8,041.05","8,000.21","8,066.58","8,000.21","30.97M","0.51%"
"07/10/2014","8,000.21","7,995.36","8,028.71","7,995.36","20.76M","0.06%"
"07/09/2014","7,995.36","7,956.69","8,003.64","7,945.86","22.04M","0.49%"
"07/08/2014","7,956.69","7,943.81","7,966.50","7,906.07","29.52M","0.16%"
"07/07/2014","7,943.81","7,905.28","7,952.37","7,903.37","19.54M","0.49%"
"07/06/2014","7,905.28","7,818.50","7,924.17","7,818.50","31.88M","1.11%"
"07/03/2014","7,818.50","7,827.50","7,842.85","7,802.88","32.78M","-0.11%"
"07/02/2014","7,827.50","7,768.21","7,847.81","7,768.21","27.78M","0.76%"
"07/01/2014","7,768.21","7,741.10","7,787.87","7,733.53","22.28M","0.35%"
"06/30/2014","7,741.10","7,745.14","7,766.89","7,709.99","16.93M","-0.05%"
"06/29/2014","7,745.14","7,813.89","7,813.89","7,728.15","15.35M","-0.88%"
"06/26/2014","7,813.89","7,767.76","7,818.08","7,766.21","24.44M","0.59%"
"06/25/2014","7,767.76","7,713.04","7,780.78","7,703.73","29.13M","0.71%"
"06/24/2014","7,713.04","7,752.41","7,765.19","7,606.05","32.23M","-0.51%"
"06/23/2014","7,752.41","7,840.48","7,846.92","7,670.14","36.08M","-1.12%"
"06/22/2014","7,840.48","7,821.83","7,873.46","7,792.50","27.12M","0.24%"
"06/19/2014","7,821.83","7,765.56","7,829.30","7,762.30","31.01M","0.72%"
"06/18/2014","7,765.56","7,719.10","7,775.12","7,712.67","28.35M","0.60%"
"06/17/2014","7,719.10","7,677.13","7,734.81","7,612.47","50.57M","0.55%"
"06/16/2014","7,677.13","7,795.94","7,798.86","7,670.30","52.86M","-1.52%"
"06/15/2014","7,795.94","7,873.59","7,874.79","7,750.96","38.08M","-0.99%"
"06/12/2014","7,873.59","7,935.40","7,935.40","7,868.80","39.64M","-0.78%"
"06/11/2014","7,935.40","7,963.52","7,963.52","7,911.34","33.64M","-0.35%"
"06/10/2014","7,963.52","7,948.50","8,001.13","7,934.39","49.15M","0.19%"
"06/09/2014","7,948.50","7,903.55","7,959.45","7,878.72","40.70M","0.57%"
"06/08/2014","7,903.55","7,891.73","7,919.25","7,817.38","59.52M","0.15%"
"06/05/2014","7,891.73","7,872.22","7,916.35","7,864.55","45.16M","0.25%"
"06/04/2014","7,872.22","7,866.09","7,880.94","7,838.50","31.77M","0.08%"
"06/03/2014","7,866.09","7,871.80","7,890.28","7,843.27","72.44M","-0.07%"
"06/02/2014","7,871.80","7,865.40","7,892.20","7,832.14","59.10M","0.08%"
"06/01/2014","7,865.40","7,826.06","7,886.94","7,826.06","76.88M","0.50%"
"05/29/2014","7,826.06","7,840.44","7,874.47","7,774.33","126.33M","-0.18%"
"05/28/2014","7,840.44","7,849.73","7,855.45","7,809.37","44.28M","-0.12%"
"05/27/2014","7,849.73","7,855.69","7,887.13","7,837.52","46.14M","-0.08%"
"05/26/2014","7,855.69","7,800.51","7,876.06","7,800.51","85.77M","0.71%"
"05/25/2014","7,800.51","7,744.64","7,811.42","7,708.35","112.16M","0.72%"
"05/22/2014","7,744.64","7,726.60","7,779.27","7,726.60","55.27M","0.23%"
"05/21/2014","7,726.60","7,711.59","7,733.65","7,681.16","38.34M","0.19%"
"05/20/2014","7,711.59","7,729.22","7,756.09","7,683.50","49.06M","-0.23%"
"05/19/2014","7,729.22","7,808.90","7,810.91","7,692.97","87.29M","-1.02%"
"05/18/2014","7,808.90","7,811.35","7,822.56","7,795.18","83.44M","-0.03%"
"05/15/2014","7,811.35","7,834.45","7,851.72","7,798.76","67.59M","-0.29%"
"05/14/2014","7,834.45","7,836.34","7,852.93","7,808.99","74.26M","-0.02%"
"05/13/2014","7,836.34","7,788.38","7,861.65","7,788.38","36.76M","0.62%"
"05/12/2014","7,788.38","7,799.79","7,799.79","7,764.64","31.40M","-0.15%"
"05/11/2014","7,799.79","7,820.32","7,836.42","7,757.00","37.72M","-0.26%"
"05/08/2014","7,820.32","7,791.66","7,851.08","7,791.66","29.05M","0.37%"
"05/07/2014","7,791.66","7,817.71","7,822.20","7,779.45","30.10M","-0.33%"
"05/06/2014","7,817.71","7,841.55","7,869.34","7,809.14","33.00M","-0.30%"
"05/05/2014","7,841.55","7,885.97","7,896.11","7,829.24","38.52M","-0.56%"
"05/04/2014","7,885.97","7,788.42","7,922.50","7,788.42","62.65M","1.25%"
"05/01/2014","7,788.42","7,671.80","7,817.84","7,661.06","51.75M","1.52%"
"04/30/2014","7,671.80","7,671.73","7,696.05","7,656.37","31.45M","0.00%"
"04/29/2014","7,671.73","7,702.32","7,708.28","7,659.29","38.35M","-0.40%"
"04/28/2014","7,702.32","7,716.84","7,725.64","7,684.16","26.87M","-0.19%"
"04/27/2014","7,716.84","7,711.63","7,725.74","7,686.63","32.46M","0.07%"
"04/24/2014","7,711.63","7,702.13","7,722.79","7,684.48","28.45M","0.12%"
"04/23/2014","7,702.13","7,738.01","7,753.08","7,670.88","49.94M","-0.46%"
"04/22/2014","7,738.01","7,727.55","7,754.26","7,702.12","30.33M","0.14%"
"04/21/2014","7,727.55","7,728.54","7,762.97","7,717.58","64.97M","-0.01%"
"04/20/2014","7,728.54","7,615.70","7,736.44","7,615.70","52.36M","1.48%"
"04/17/2014","7,615.70","7,601.60","7,641.75","7,601.60","50.93M","0.19%"
"04/16/2014","7,601.60","7,649.80","7,658.24","7,581.48","40.11M","-0.63%"
"04/15/2014","7,649.80","7,614.57","7,655.34","7,611.83","44.75M","0.46%"
"04/14/2014","7,614.57","7,636.31","7,636.31","7,532.04","55.87M","-0.28%"
"04/13/2014","7,636.31","7,710.35","7,710.35","7,613.16","38.59M","-1.12%"
"04/10/2014","7,723.13","7,755.11","7,773.08","7,721.30","8.49M","-0.41%"
"04/09/2014","7,755.11","7,796.67","7,842.37","7,711.44","74.05M","-0.53%"
"04/08/2014","7,796.67","7,795.08","7,813.83","7,770.63","44.30M","0.02%"
"04/07/2014","7,795.08","7,815.33","7,816.64","7,736.37","37.11M","-0.26%"
"04/06/2014","7,815.33","7,863.66","7,863.66","7,793.61","44.29M","-0.61%"
"04/03/2014","7,863.66","7,872.87","7,906.47","7,849.38","71.55M","-0.12%"
"04/02/2014","7,872.87","7,878.47","7,907.33","7,839.27","78.64M","-0.07%"
"04/01/2014","7,878.47","7,839.39","7,880.30","7,839.39","56.31M","0.50%"
"03/31/2014","7,839.39","7,865.86","7,888.45","7,799.12","44.24M","-0.34%"
"03/30/2014","7,865.86","7,802.50","7,867.50","7,802.50","46.88M","0.81%"
"03/27/2014","7,802.50","7,790.23","7,820.66","7,753.94","63.51M","0.16%"
"03/26/2014","7,790.23","7,752.65","7,790.23","7,752.65","47.16M","0.48%"
"03/25/2014","7,752.65","7,776.74","7,789.61","7,739.58","52.54M","-0.31%"
"03/24/2014","7,776.74","7,732.38","7,810.76","7,731.18","65.72M","0.57%"
"03/23/2014","7,732.38","7,642.46","7,732.38","7,642.46","43.75M","1.18%"
"03/20/2014","7,642.46","7,659.71","7,665.68","7,613.89","26.98M","-0.23%"
"03/19/2014","7,659.71","7,655.01","7,679.59","7,635.90","32.05M","0.06%"
"03/18/2014","7,655.01","7,702.42","7,741.05","7,643.71","44.84M","-0.62%"
"03/17/2014","7,702.42","7,735.16","7,736.61","7,692.75","26.13M","-0.42%"
"03/16/2014","7,735.16","7,768.85","7,768.85","7,718.68","31.08M","-0.43%"
"03/13/2014","7,768.85","7,745.36","7,784.72","7,730.97","29.84M","0.30%"
"03/12/2014","7,745.36","7,780.95","7,783.06","7,728.43","31.98M","-0.46%"
"03/11/2014","7,780.95","7,778.15","7,798.74","7,758.44","45.52M","0.04%"
"03/10/2014","7,778.15","7,749.83","7,795.21","7,725.31","64.42M","0.37%"
"03/09/2014","7,749.83","7,715.37","7,791.72","7,715.37","55.16M","0.45%"
"03/06/2014","7,715.37","7,697.87","7,735.49","7,697.87","63.72M","0.23%"
"03/05/2014","7,697.87","7,687.73","7,725.79","7,631.65","72.82M","0.13%"
"03/04/2014","7,687.73","7,589.40","7,697.54","7,589.40","60.83M","1.30%"
"03/03/2014","7,589.40","7,669.46","7,677.31","7,531.35","81.65M","-1.04%"
"03/02/2014","7,669.46","7,686.31","7,742.83","7,635.66","54.15M","-0.22%"
"02/27/2014","7,686.31","7,677.29","7,726.06","7,670.87","47.72M","0.12%"
"02/26/2014","7,677.29","7,674.82","7,682.17","7,643.52","55.86M","0.03%"
"02/25/2014","7,674.82","7,685.47","7,719.84","7,650.41","46.58M","-0.14%"
"02/24/2014","7,685.47","7,682.12","7,702.55","7,667.92","38.89M","0.04%"
"02/23/2014","7,682.12","7,669.04","7,704.44","7,667.21","44.49M","0.17%"
"02/20/2014","7,669.04","7,649.80","7,670.54","7,623.67","45.25M","0.25%"
"02/19/2014","7,649.80","7,639.72","7,660.35","7,610.39","30.07M","0.13%"
"02/18/2014","7,639.72","7,628.14","7,659.14","7,619.14","35.37M","0.15%"
"02/17/2014","7,628.14","7,692.70","7,703.71","7,615.16","37.37M","-0.84%"
"02/16/2014","7,692.70","7,616.20","7,697.74","7,616.20","42.86M","1.00%"
"02/13/2014","7,616.20","7,583.23","7,630.57","7,576.17","58.61M","0.43%"
"02/12/2014","7,583.23","7,560.45","7,607.71","7,555.74","39.33M","0.30%"
"02/11/2014","7,560.45","7,533.58","7,586.24","7,533.22","56.06M","0.36%"
"02/10/2014","7,533.58","7,538.95","7,549.79","7,495.36","30.65M","-0.07%"
"02/09/2014","7,538.95","7,489.05","7,559.38","7,489.05","39.09M","0.67%"
"02/06/2014","7,489.05","7,498.02","7,519.73","7,474.71","17.93M","-0.12%"
"02/05/2014","7,498.02","7,500.15","7,530.23","7,490.41","19.64M","-0.03%"
"02/04/2014","7,500.15","7,551.80","7,551.80","7,432.28","31.76M","-0.68%"
"02/03/2014","7,551.80","7,610.92","7,610.92","7,547.35","23.15M","-0.78%"
"02/02/2014","7,610.92","7,569.63","7,610.92","7,554.31","25.29M","0.55%"
"01/30/2014","7,569.63","7,615.80","7,615.80","7,527.78","24.76M","-0.61%"
"01/29/2014","7,615.80","7,598.78","7,679.16","7,597.33","27.96M","0.22%"
"01/28/2014","7,598.78","7,604.12","7,659.83","7,551.84","37.63M","-0.07%"
"01/27/2014","7,604.12","7,708.55","7,723.43","7,591.20","37.92M","-1.35%"
"01/26/2014","7,708.55","7,684.87","7,709.17","7,498.55","43.62M","0.31%"
"01/23/2014","7,684.87","7,663.32","7,719.26","7,663.32","24.70M","0.28%"
"01/22/2014","7,663.32","7,572.84","7,717.61","7,554.90","44.50M","1.19%"
"01/21/2014","7,572.84","7,642.15","7,642.15","7,492.19","38.69M","-0.91%"
"01/20/2014","7,642.14","7,673.19","7,683.07","7,637.18","29.94M","-0.40%"
